School,Department,Name,Designation,Profile_Link,Education_Details,Post_Doctoral_Experiences,Areas_of_Specialization
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Kalaivani K,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-kalaivani-k,"[{""Institution"": ""Anna University,Chennai"", ""Degree"": ""Ph.D"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2022""}]",,"[""Network Security"", ""Fog Computing"", ""Deep learning""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Kauser Ahmed P,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-kauser-ahmed-p,"[{""Institution"": ""VIT"", ""Degree"": ""PhD"", ""Specialization"": ""Bio-Inspired Computing"", ""Graduation_Year"": ""2021""}, {""Institution"": ""VIT"", ""Degree"": ""M.Tech"", ""Specialization"": ""IT"", ""Graduation_Year"": ""2013""}, {""Institution"": ""VIT"", ""Degree"": ""M.Sc"", ""Specialization"": ""Computer Science"", ""Graduation_Year"": ""2007""}, {""Institution"": ""University of Madras"", ""Degree"": ""B.Sc"", ""Specialization"": ""Computer Science"", ""Graduation_Year"": ""2005""}]",,"[""Bio - Inspired Computing"", ""Computational Intelligence"", ""Big Data Analytics""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Konatham Sumalatha,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-konatham-sumalatha,"[{""Institution"": ""Pondicherry University"", ""Degree"": ""Ph.D"", ""Specialization"": ""Cloud Computing"", ""Graduation_Year"": ""2022""}, {""Institution"": ""Jawaharlal Nehru Technological University, Anantapur"", ""Degree"": ""M.Tech"", ""Specialization"": ""Computer Science"", ""Graduation_Year"": ""2010""}, {""Institution"": ""Jawaharlal Nehru Technological University, Hyderabad"", ""Degree"": ""B.Tech"", ""Specialization"": ""Computer Science & Engineering"", ""Graduation_Year"": ""2007""}]",,"[""Cloud Computing"", ""Pervasive Computing"", ""Machine Learning"", ""Artificial Intelligence"", ""Optimization Techniques""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Kovendan  A K P,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-kovendan-a-k-p,"[{""Institution"": ""Anna University"", ""Degree"": ""Ph.D."", ""Specialization"": ""Information and Communication Engineering"", ""Graduation_Year"": ""2020""}, {""Institution"": ""Anna University"", ""Degree"": ""M.E."", ""Specialization"": ""Communication systems"", ""Graduation_Year"": ""2013""}, {""Institution"": ""Anna University"", ""Degree"": ""B.E."", ""Specialization"": ""Electronics and Communication Engineering"", ""Graduation_Year"": ""2011""}]",NIL,"[""Smart Grid Communication"", ""IoT"", ""Ad Hoc Network"", ""WSN"", ""Solar PV""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Krishnaraj N,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-krishnaraj-n,"[{""Institution"": ""Anna University"", ""Degree"": ""Ph.D"", ""Specialization"": ""Information and Communication Engineering"", ""Graduation_Year"": ""2020""}, {""Institution"": ""Bannari Amman Institute of Technology"", ""Degree"": ""M.E"", ""Specialization"": ""Software Engineering"", ""Graduation_Year"": ""2012""}, {""Institution"": ""Thiagarajar College of Engineering"", ""Degree"": ""B.Tech"", ""Specialization"": ""Information Technology"", ""Graduation_Year"": ""2007""}]",,"[""IoT Data Analytics""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Madhan E S,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-madhan-e-s,null,null,null
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Meenakshi S P,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-meenakshi-s-p,"[{""Institution"": ""IIT Madras"", ""Degree"": ""PhD"", ""Specialization"": ""Backbone Network Management"", ""Graduation_Year"": ""2020""}, {""Institution"": ""IIT Madras"", ""Degree"": ""MS"", ""Specialization"": ""IPV6 Perfirmance"", ""Graduation_Year"": ""2007""}, {""Institution"": ""Madurai Kamaraj University"", ""Degree"": ""BE"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""1995""}]",,"[""Network Management"", ""Network Monitoring"", ""Network Data Analytics""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Mr. Naveen Kumar N,Assistant Professor,https://vit.ac.in/database-systems-sco/mr-naveen-kumar-n,"[{""Institution"": ""VIT University"", ""Degree"": ""M.Tech"", ""Specialization"": ""Computer Science"", ""Graduation_Year"": ""2010""}]",,"[""Image Processing"", ""Computer Vision"", ""Web Technology""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Padmavathy T,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-padmavathy-t,null,null,null
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Ruby D,Associate Professor,https://vit.ac.in/database-systems-sco/dr-ruby-d,"[{""Institution"": ""Anna University"", ""Degree"": ""PhD"", ""Specialization"": ""Computer Science"", ""Graduation_Year"": ""2019""}, {""Institution"": ""Anna University"", ""Degree"": ""M.E"", ""Specialization"": ""VLSI Design"", ""Graduation_Year"": ""2002""}, {""Institution"": ""Madurai Kamaraj University"", ""Degree"": ""B.E"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2002""}]",,"[""Networks"", ""Artificial Intelligence""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Saritha Murali,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-saritha-murali,"[{""Institution"": ""LBS College of Engineering Kasaragod"", ""Degree"": ""BTech"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2009""}, {""Institution"": ""National Institute of Technology Calicut"", ""Degree"": ""MTech"", ""Specialization"": ""Computer Science and Engineering (Information Security)"", ""Graduation_Year"": ""2012""}, {""Institution"": ""National Institute of Technology Calicut"", ""Degree"": ""PhD"", ""Specialization"": ""Computer Science ( Image Processing)"", ""Graduation_Year"": ""2021""}]",NIL,"[""Image Processing"", ""Computer Vision"", ""Information Security""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr.Sathya K,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-sathya-k,"[{""Institution"": ""SSN College of Engineering , Anna University"", ""Degree"": ""M. E"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2012""}, {""Institution"": ""SNS College of Technology, Anna University"", ""Degree"": ""B.E"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2010""}]",,"[""Computer Vision"", ""Artificial Intelligence"", ""Big Data Analytics""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. SAURABH AGRAWAL,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-saurabh-agrawal-2,"[{""Institution"": ""National Institute of Technology Raipur Chhattisgarh, India"", ""Degree"": ""PhD"", ""Specialization"": ""Computer Science and Engineering (Machine Learning and Data Science)"", ""Graduation_Year"": ""2022""}, {""Institution"": ""Chhattisgarh Swami Vivekananda Technical University, Bhilai, Chhattisgarh"", ""Degree"": ""M.Tech."", ""Specialization"": ""Computer Science and Engineering (Image Processing)"", ""Graduation_Year"": ""2010""}, {""Institution"": ""Pandit Ravishankar Shukla University, Raipur (Chhattisgarh)"", ""Degree"": ""B.Eng."", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2006""}]",,"[""Applications of Machine and Deep  Learning"", ""Artificial Intelligence"", ""Omics Sequence Features"", ""Soft Computing"", ""Feature Engineering""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Sayan Sikder,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-sayan-sikder,"[{""Institution"": ""National Institute of Technology Arunachal Pradesh"", ""Degree"": ""PhD"", ""Specialization"": ""Machine Learning"", ""Graduation_Year"": ""2021""}, {""Institution"": ""Indian Institute of Engineering Science and Technology Shibpur"", ""Degree"": ""MTech"", ""Specialization"": ""Machine Learning"", ""Graduation_Year"": ""2015""}, {""Institution"": ""Haldia Institute of Technology (WBUT)"", ""Degree"": ""Btech"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2012""}]",,"[""Machine Learning""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Sunil kumar,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-sunil-kumar,"[{""Institution"": ""Central University of Rajasthan"", ""Degree"": ""Ph.D"", ""Specialization"": ""Big Data Analytics, Machine Learning"", ""Graduation_Year"": ""2022""}]",,"[""Big Data Analytics"", ""Machine Learning""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. T Tamizharasi,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-t-tamizharasi,"[{""Institution"": ""Vellore institute of Technology"", ""Degree"": ""PhD"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2021""}, {""Institution"": ""Vellore institute of Technology"", ""Degree"": ""M.Tech"", ""Specialization"": ""IT (Networking)"", ""Graduation_Year"": ""2012""}, {""Institution"": ""Ganadipathy Tulsi's Jain Engineering College"", ""Degree"": ""BE"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2010""}]",,"[""Networks"", ""Internet of Things""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Dr. Vinothsaravanan R,Assistant Professor,https://vit.ac.in/database-systems-sco/dr-vinothsaravanan-r,"[{""Institution"": ""Anna"", ""Degree"": ""Ph.D"", ""Specialization"": ""ICE/Data Science"", ""Graduation_Year"": ""2021""}]",,"[""Data Science"", ""Query Processing"", ""Machine Learning""]"
School of Computer Science and Engineering (SCOPE),Database Systems,Ms. Latha Reddy N,Asst. Professor (Contract),https://vit.ac.in/database-systems-sco/ms-latha-reddy-n,null,null,null
School of Computer Science and Engineering (SCOPE),Database Systems,Mr. Naramalli Jayakrishna,Asst. Professor (Contract),https://vit.ac.in/database-systems-sco/mr-naramalli-jayakrishna,null,null,null
School of Computer Science and Engineering (SCOPE),Database Systems,Ms. Pavithra M,Asst. Professor (Contract),https://vit.ac.in/database-systems-sco/ms-pavithra-m,null,null,null
School of Computer Science and Engineering (SCOPE),Database Systems,Mr. Raparthi Yaswanth,Asst. Professor (Contract),https://vit.ac.in/database-systems-sco/mr-raparthi-yaswanth,null,null,null
School of Computer Science and Engineering (SCOPE),Database Systems,Ms. Revathi C K,Assistant Professor (Junior),https://vit.ac.in/database-systems-sco/ms-revathi-c-k,null,null,null
School of Computer Science and Engineering (SCOPE),Database Systems,Ms. Rohini.S,Asst. Professor (Contract),https://vit.ac.in/database-systems-sco/ms-rohini-s,null,null,null
School of Computer Science and Engineering (SCOPE),Database Systems,Mr. Tamilmani A,Asst. Professor (On Contract),https://vit.ac.in/database-systems-sco/mr-tamilmani-a,null,null,null
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Gopinath M.P,Professor & HOD,https://vit.ac.in/information-security/dr-gopinath-m-p,null,null,null
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Balasubramanian,Professor & Asst - COE,https://vit.ac.in/information-security/dr-balasubramanian,"[{""Institution"": ""Bharathidasan University"", ""Degree"": ""BE"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2000""}, {""Institution"": ""SASTRA"", ""Degree"": ""MTech"", ""Specialization"": ""Advanced Computing"", ""Graduation_Year"": ""2002""}, {""Institution"": ""Vellore Institute of Technology"", ""Degree"": ""PhD"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2016""}]",,"[""Knowledge Engineering""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. BOOMINATHAN P,Professor,https://vit.ac.in/information-security/dr-boominathan-p,"[{""Institution"": ""Vellore Institute of Technology"", ""Degree"": ""Ph.D"", ""Specialization"": ""COMPUTER SCIECNE AND ENGINEERING"", ""Graduation_Year"": ""2017""}, {""Institution"": ""J. J. College of Engineering and Technology"", ""Degree"": ""M.E"", ""Specialization"": ""COMPUTER SCIECNE AND ENGINEERING"", ""Graduation_Year"": ""2005""}, {""Institution"": ""Shri Angalamman College of Engineering and Technology"", ""Degree"": ""B.E"", ""Specialization"": ""COMPUTER SCIECNE AND ENGINEERING"", ""Graduation_Year"": ""2003""}]",,"[""Data Mining"", ""Cloud Computing"", ""Optimization"", ""Machine Learning"", ""Artificial intelligence"", ""Virtual Reality""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Kalyanaraman P,Professor,https://vit.ac.in/information-security/dr-kalyanaraman-p,null,null,null
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Madhu Viswanatham V,Professor,https://vit.ac.in/information-security/dr-madhu-viswanatham-v,"[{""Institution"": ""SK University"", ""Degree"": ""PhD"", ""Specialization"": ""Computer Science and Technology"", ""Graduation_Year"": ""2011""}]",,"[""Information Security"", ""Intellegent Systems"", ""Social Networks""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Mohan K,Professor & Dy. Director-VITOL,https://vit.ac.in/information-security/dr-mohan-k,"[{""Institution"": ""Sathyabama University"", ""Degree"": ""PhD"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2017""}, {""Institution"": ""Arulmigu Kalasalingam College of Engineering"", ""Degree"": ""M.E"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2006""}, {""Institution"": ""Annai Mathammal Sheela Engineering College"", ""Degree"": ""B.E"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2004""}]",,"[""Cloud Computing""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Natarajan P,Professor,https://vit.ac.in/information-security/dr-natarajan-p,"[{""Institution"": ""Bharathiyar University, Coimbatore"", ""Degree"": ""Ph.D."", ""Specialization"": ""Medical Image Processing"", ""Graduation_Year"": ""2016""}]",NA,"[""Image Processing"", ""Medical Image processing"", ""Computer Graphics"", ""Video Processing"", ""Game Development""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. RA. K. Saravanaguru,Professor,https://vit.ac.in/information-security/dr-ra-k-saravanaguru,null,null,null
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Rajeshkannan,Professor,https://vit.ac.in/information-security/dr-rajeshkannan,"[{""Institution"": ""SASTRA University"", ""Degree"": ""M.Tech"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2006""}]",Ph.D - Computer Science and Engineering,"[""Artificial Intelligence"", ""Natural Language Processing"", ""Machine Learning"", ""Deep Learning""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Saravanan R,Professor,https://vit.ac.in/information-security/dr-saravanan-r,null,null,null
School of Computer Science and Engineering (SCOPE),Information Security,Dr. SATHYARAJ R,Professor,https://vit.ac.in/information-security/dr-sathyaraj-r,"[{""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""Ph.D"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2018""}, {""Institution"": ""Anna University, Coimbatore"", ""Degree"": ""M.E"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2009""}, {""Institution"": ""K.S.R College of Technology (Anna University, Chennai)"", ""Degree"": ""B.Tech"", ""Specialization"": ""Information Technology"", ""Graduation_Year"": ""2005""}]",,"[""Machine learning"", ""Natural language Processing"", ""Artificial Intelligence""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. SENTHILKUMAR K,Professor,https://vit.ac.in/information-security/dr-senthilkumar-k,"[{""Institution"": ""Manonmaniam Sundaranar University(MSU),Tirunelveli"", ""Degree"": ""PHD"", ""Specialization"": ""Computer Science"", ""Graduation_Year"": ""2016""}]",,"[""Artificial Intelligence"", ""Machine and Deep Learning"", ""Big-data"", ""Security.""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Swarnalatha P,Professor,https://vit.ac.in/information-security/dr-swarnalatha-p,"[{""Institution"": ""Vellore"", ""Degree"": ""PhD"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2014""}]",,"[""Image Processing"", ""Artificial Intelligence"", ""Remote Sensing"", ""GIS"", ""Bigdata Analytics"", ""Cloud Computing"", ""Block Chain Technology"", ""AR VR"", ""Deep Learning""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. VIJAYAKUMAR K,Professor,https://vit.ac.in/information-security/dr-vijayakumar-k,"[{""Institution"": ""Vellore Institute of Technology Vellore"", ""Degree"": ""PhD"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2018""}, {""Institution"": ""Vellore Institute of Technology Vellore"", ""Degree"": ""M.Tech"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2006""}, {""Institution"": ""Manonmaniyum sundarnar  University"", ""Degree"": ""M.Phil"", ""Specialization"": ""Computer Science"", ""Graduation_Year"": ""2004""}, {""Institution"": ""Nehru Memorial College, Bharathidasan University"", ""Degree"": ""M.Sc"", ""Specialization"": ""Computer Science"", ""Graduation_Year"": ""1999""}, {""Institution"": ""Nehru Memorial College, Bharathidasan University"", ""Degree"": ""B.Sc"", ""Specialization"": ""Computer Science"", ""Graduation_Year"": ""1994""}]",,"[""Data Mining"", ""Missing Data"", ""Big Data Analytics""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. D Aju,Asso. Prof & Asst. Director - SDC,https://vit.ac.in/information-security/dr-d-aju,"[{""Institution"": ""Madras University"", ""Degree"": ""MCA"", ""Specialization"": ""Computer Applications"", ""Graduation_Year"": ""2001""}, {""Institution"": ""Manonmaniam Sundaranar University"", ""Degree"": ""M.Tech"", ""Specialization"": ""Computer and Information Technology"", ""Graduation_Year"": ""2004""}, {""Institution"": ""Vellore Institute of Technology"", ""Degree"": ""P.hD"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2016""}]",,"[""Image Processing"", ""Medical Imaging"", ""Computer Graphics"", ""Cyber Security"", ""Digital Forensics""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Anbarasi M,Associate Professor,https://vit.ac.in/information-security/dr-anbarasi-m,"[{""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""Ph. D"", ""Specialization"": ""Data Mining, Artificial Intelligence, Soft Computing, Blockchain and Bioinformatics"", ""Graduation_Year"": ""2020""}]",,"[""Data Mining"", ""Artificial Intelligence"", ""Soft Computing"", ""Blockchain and Bioinformatics""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Devipriya A,Associate Professor,https://vit.ac.in/information-security/dr-devipriya-a,null,null,null
School of Computer Science and Engineering (SCOPE),Information Security,Dr. G M KARTHIK,Associate Professor,https://vit.ac.in/information-security/dr-g-m-karthik,"[{""Institution"": ""Anna University, Chennai"", ""Degree"": ""Ph.D"", ""Specialization"": ""Information and Communication Engineering"", ""Graduation_Year"": ""2015""}, {""Institution"": ""PSNA College of Engineering and Technology, Dindugal"", ""Degree"": ""M.E."", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2005""}, {""Institution"": ""SACS MAVMM College of Engineering, Madurai"", ""Degree"": ""B.E."", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2003""}]",,"[""Data Mining"", ""Frequent Pattern Mining"", ""Data Analytics"", ""Time Series Analysis"", ""Pattern Analysis""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. RAJA S P,Associate Professor,https://vit.ac.in/information-security/dr-raja-s-p,"[{""Institution"": ""Anna University"", ""Degree"": ""B.Tech"", ""Specialization"": ""Information Technology"", ""Graduation_Year"": ""2007""}, {""Institution"": ""Manonmaniam Sundaranar University"", ""Degree"": ""M.E"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2010""}, {""Institution"": ""Manonmaniam Sundaranar University"", ""Degree"": ""Ph.D"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2016""}]",,"[""Cryptography"", ""Network Security"", ""Green Computing"", ""Image Processing""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Ramani S,Associate Professor,https://vit.ac.in/information-security/dr-ramani-s,"[{""Institution"": ""VIT Vellore"", ""Degree"": ""Ph.D"", ""Specialization"": ""Computer Science"", ""Graduation_Year"": ""2018""}, {""Institution"": ""Bharathidasan University"", ""Degree"": ""M. Tech CSE"", ""Specialization"": ""CSE"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Madras University"", ""Degree"": ""B. E"", ""Specialization"": ""CSE"", ""Graduation_Year"": ""2004""}]",,"[""Machine Learning"", ""Database Systems"", ""Optimization Techniques"", ""Healthcare""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Sivakumar N,Associate Professor,https://vit.ac.in/information-security/dr-sivakumar-n,null,null,null
School of Computer Science and Engineering (SCOPE),Information Security,Dr.Sudarshan Nandy,Associate Professor,https://vit.ac.in/information-security/dr-sudarshan-nandy,"[{""Institution"": ""DETS/University of Kalyani"", ""Degree"": ""Ph. D"", ""Specialization"": ""Engineering & Technology"", ""Graduation_Year"": ""2014""}, {""Institution"": ""WBUT"", ""Degree"": ""M.Tech."", ""Specialization"": ""Computer Science & Engineering"", ""Graduation_Year"": ""2007""}, {""Institution"": ""BPUT"", ""Degree"": ""B.E."", ""Specialization"": ""Computer Science & Engineering"", ""Graduation_Year"": ""2004""}]",,"[""Artificial Intelligence"", ""Neural Network"", ""IoT"", ""Pattern Recognition"", ""Cloud Computing"", ""Machine Learning in Agriculture""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Viswanathan A,Associate Professor,https://vit.ac.in/information-security/dr-viswanathan-a,null,null,null
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Yuvaraj N,Associate Professor,https://vit.ac.in/information-security/dr-yuvaraj-n,null,null,null
School of Computer Science and Engineering (SCOPE),Information Security,Mrs. Bhulakshmi Bonthu,Assistant Professor,https://vit.ac.in/information-security/mrs-bhulakshmi-bonthu,"[{""Institution"": ""Indian Institute of Technology Madras-Chennai"", ""Degree"": ""M.Tech"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Andhra University"", ""Degree"": ""B.Tech"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2005""}]",,"[""Wireless sensor networks"", ""Indoor positioning systems"", ""Location based services"", ""Web security"", ""ubiquitous computing""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Chandru Vignesh C,Assistant Professor,https://vit.ac.in/information-security/dr-chandru-vignesh-c,"[{""Institution"": ""SNS College of Technology/Anna University"", ""Degree"": ""B.E."", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Sri Ramakrishna Engineering College/Anna University"", ""Degree"": ""M.E."", ""Specialization"": ""Software Engineering"", ""Graduation_Year"": ""2011""}, {""Institution"": ""Anna University"", ""Degree"": ""Ph.D."", ""Specialization"": ""Information and Communication Engineering"", ""Graduation_Year"": ""2018""}]",,"[""Internet of Things"", ""Blockchain Technology"", ""Machine Learning""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Deepika J,Assistant Professor,https://vit.ac.in/information-security/dr-deepika-j,"[{""Institution"": ""Bannari amman Institute of Technology, Sathyamangalam, Erode"", ""Degree"": ""B.E."", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2009""}, {""Institution"": ""College of Engineering Guindy, Anna University, Chennai"", ""Degree"": ""M.E."", ""Specialization"": ""Software Engineering"", ""Graduation_Year"": ""2011""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""Ph.D."", ""Specialization"": ""Big data analytics, Image Processing, Soft Computing"", ""Graduation_Year"": ""2022""}]",,"[""Data analytics"", ""Data security"", ""Software Engineering""]"
School of Computer Science and Engineering (SCOPE),Information Security,Mrs. Ezhil Arasi V,Assistant Professor,https://vit.ac.in/information-security/mrs-ezhil-arasi-v,null,null,null
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Islabudeen M,Assistant Professor,https://vit.ac.in/information-security/dr-islabudeen-m,"[{""Institution"": ""Anna University, Chennai"", ""Degree"": ""Ph.D"", ""Specialization"": ""Information and Communication Engineering"", ""Graduation_Year"": ""2021""}, {""Institution"": ""Anna University, Chennai"", ""Degree"": ""M.E(CSE)"", ""Specialization"": ""CSE"", ""Graduation_Year"": ""2008""}, {""Institution"": ""Madurai Kamaraj University, Madurai"", ""Degree"": ""B.E(CSE)"", ""Specialization"": ""CSE"", ""Graduation_Year"": ""2001""}]",,"[""Network Security"", ""Blockchain"", ""Machine Learning"", ""IoT""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. GOPICHAND G,Assistant Professor,https://vit.ac.in/information-security/dr-gopichand-g,"[{""Institution"": ""Vellore Institute of Technology, Vellore"", ""Degree"": ""Ph.D"", ""Specialization"": ""Mobile Ad Hoc Networks"", ""Graduation_Year"": ""2021""}, {""Institution"": ""Jawaharlal Nehru Technological University, Anantapur"", ""Degree"": ""M.Tech"", ""Specialization"": ""CSE With Specialization in Computer Networks"", ""Graduation_Year"": ""2012""}, {""Institution"": ""Acharya Nagarjuna University, Guntur"", ""Degree"": ""M.Tech"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2010""}, {""Institution"": ""Jawaharlal Nehru Technological University, Huderabad"", ""Degree"": ""B.Tech"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2004""}]",,"[""Wireless Networks"", ""Artificial Intelligence"", ""IoT"", ""Machine Learning"", ""Data Science""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Jasmin T Jose,Assistant Professor,https://vit.ac.in/information-security/dr-jasmin-t-jose,"[{""Institution"": ""Vellore Institute of Technology"", ""Degree"": ""PhD."", ""Specialization"": ""Computer Science"", ""Graduation_Year"": ""2021""}]",NA,"[""Image Processing"", ""Video Processing"", ""Machine Learning""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. KANAGARAJ R,Assistant Professor,https://vit.ac.in/information-security/dr-kanagaraj-r,"[{""Institution"": ""Coimbatore Institute of Technology, Coimbatore / Anna University, Chennai"", ""Degree"": ""BE"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2006""}, {""Institution"": ""Anna University , Coimbatore / Anna University"", ""Degree"": ""ME"", ""Specialization"": ""Computer Science and Engineering"", ""Graduation_Year"": ""2010""}, {""Institution"": ""Anna University , Chennai"", ""Degree"": ""Ph.D"", ""Specialization"": ""Information and Communication Engineering - Computer Science and Engineering"", ""Graduation_Year"": ""2022""}]",,"[""Data Mining"", ""Machine Learning""]"
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Manikandan G,Assistant Professor,https://vit.ac.in/information-security/mr-manikandan-g,null,null,null
School of Computer Science and Engineering (SCOPE),Information Security,Dr. Mohankumar B,Assistant Professor,https://vit.ac.in/information-security/dr-mohankumar-b,"[{""Institution"": ""Sri Ramakrishna Engineering College, Anna University Chennai"", ""Degree"": ""B.Tech"", ""Specialization"": ""Information Technology"", ""Graduation_Year"": ""2011""}, {""Institution"": ""Anna University, Regional Centre Coimbatore"", ""Degree"": ""M.Tech"", ""Specialization"": ""Information Technology"", ""Graduation_Year"": ""2015""}, {""Institution"": ""Anna University Chennai"", ""Degree"": ""Ph.D"", ""Specialization"": ""Wireless Sensor Networks"", ""Graduation_Year"": ""2022""}]",,"[""Wireless Sensor Networks"", ""Cloud Computing"", ""Cyber Security"", ""Mobile Application Development"", ""Programming""]"
